team_A,team_B,team_A_win_percentage,team_A_points_per_game,team_A_assists_per_game,team_A_rebounds_per_game,team_A_top_player_points,team_B_win_percentage,team_B_points_per_game,team_B_assists_per_game,team_B_rebounds_per_game,team_B_top_player_points,match_outcome
Minnesota Timberwolves,Sacramento Kings,0.6829268292682927,7.5,1.7684210526315791,0.05827216523917665,25.9,0.5609756097560976,7.135,1.725,0.06206373307725378,26.6,1
Sacramento Kings,Minnesota Timberwolves,0.5609756097560976,7.135,1.725,0.06206373307725378,26.6,0.6829268292682927,7.5,1.7684210526315791,0.05827216523917665,25.9,0
Minnesota Timberwolves,Houston Rockets,0.6829268292682927,7.5,1.7684210526315791,0.05827216523917665,25.9,0.5,8.829411764705881,1.8352941176470587,0.08744396867439636,21.1,1
Houston Rockets,Minnesota Timberwolves,0.5,8.829411764705881,1.8352941176470587,0.08744396867439636,21.1,0.6829268292682927,7.5,1.7684210526315791,0.05827216523917665,25.9,0
Minnesota Timberwolves,Los Angeles Lakers,0.6829268292682927,7.5,1.7684210526315791,0.05827216523917665,25.9,0.573170731707317,7.247619047619047,1.8142857142857143,0.06413881824977902,25.7,1
Los Angeles Lakers,Minnesota Timberwolves,0.573170731707317,7.247619047619047,1.8142857142857143,0.06413881824977902,25.7,0.6829268292682927,7.5,1.7684210526315791,0.05827216523917665,25.9,0
Minnesota Timberwolves,Chicago Bulls,0.6829268292682927,7.5,1.7684210526315791,0.05827216523917665,25.9,0.47560975609756095,8.961111111111112,1.8277777777777777,0.1395530087603578,24.0,1
Chicago Bulls,Minnesota Timberwolves,0.47560975609756095,8.961111111111112,1.8277777777777777,0.1395530087603578,24.0,0.6829268292682927,7.5,1.7684210526315791,0.05827216523917665,25.9,0
Minnesota Timberwolves,Atlanta Hawks,0.6829268292682927,7.5,1.7684210526315791,0.05827216523917665,25.9,0.43902439024390244,9.205263157894738,2.110526315789474,0.12178512087843403,25.7,1
Atlanta Hawks,Minnesota Timberwolves,0.43902439024390244,9.205263157894738,2.110526315789474,0.12178512087843403,25.7,0.6829268292682927,7.5,1.7684210526315791,0.05827216523917665,25.9,0
Minnesota Timberwolves,Brooklyn Nets,0.6829268292682927,7.5,1.7684210526315791,0.05827216523917665,25.9,0.3902439024390244,8.295238095238094,2.2523809523809524,0.16488751333965257,22.5,1
Brooklyn Nets,Minnesota Timberwolves,0.3902439024390244,8.295238095238094,2.2523809523809524,0.16488751333965257,22.5,0.6829268292682927,7.5,1.7684210526315791,0.05827216523917665,25.9,0
Minnesota Timberwolves,Utah Jazz,0.6829268292682927,7.5,1.7684210526315791,0.05827216523917665,25.9,0.3780487804878049,9.257142857142858,2.238095238095238,0.18481518313808962,23.2,1
Utah Jazz,Minnesota Timberwolves,0.3780487804878049,9.257142857142858,2.238095238095238,0.18481518313808962,23.2,0.6829268292682927,7.5,1.7684210526315791,0.05827216523917665,25.9,0
Minnesota Timberwolves,San Antonio Spurs,0.6829268292682927,7.5,1.7684210526315791,0.05827216523917665,25.9,0.2682926829268293,8.254999999999999,2.175,0.1986114676308637,21.4,1
San Antonio Spurs,Minnesota Timberwolves,0.2682926829268293,8.254999999999999,2.175,0.1986114676308637,21.4,0.6829268292682927,7.5,1.7684210526315791,0.05827216523917665,25.9,0
Minnesota Timberwolves,Toronto Raptors,0.6829268292682927,7.5,1.7684210526315791,0.05827216523917665,25.9,0.3048780487804878,8.266666666666667,2.26,0.2235251983794762,22.2,1
Toronto Raptors,Minnesota Timberwolves,0.3048780487804878,8.266666666666667,2.26,0.2235251983794762,22.2,0.6829268292682927,7.5,1.7684210526315791,0.05827216523917665,25.9,0
Minnesota Timberwolves,Memphis Grizzlies,0.6829268292682927,7.5,1.7684210526315791,0.05827216523917665,25.9,0.32926829268292684,8.60909090909091,2.272727272727273,0.3106344996609543,25.1,1
Memphis Grizzlies,Minnesota Timberwolves,0.32926829268292684,8.60909090909091,2.272727272727273,0.3106344996609543,25.1,0.6829268292682927,7.5,1.7684210526315791,0.05827216523917665,25.9,0
Minnesota Timberwolves,Detroit Pistons,0.6829268292682927,7.5,1.7684210526315791,0.05827216523917665,25.9,0.17073170731707318,8.329032258064515,1.738709677419355,0.20662565067620373,22.7,1
Detroit Pistons,Minnesota Timberwolves,0.17073170731707318,8.329032258064515,1.738709677419355,0.20662565067620373,22.7,0.6829268292682927,7.5,1.7684210526315791,0.05827216523917665,25.9,0
Minnesota Timberwolves,Washington Wizards,0.6829268292682927,7.5,1.7684210526315791,0.05827216523917665,25.9,0.18292682926829268,7.804166666666667,1.8166666666666667,0.13853091718655472,22.2,1
Washington Wizards,Minnesota Timberwolves,0.18292682926829268,7.804166666666667,1.8166666666666667,0.13853091718655472,22.2,0.6829268292682927,7.5,1.7684210526315791,0.05827216523917665,25.9,0
Minnesota Timberwolves,Portland Trail Blazers,0.6829268292682927,7.5,1.7684210526315791,0.05827216523917665,25.9,0.25609756097560976,8.94090909090909,2.0954545454545457,0.1701576367731579,22.6,1
Portland Trail Blazers,Minnesota Timberwolves,0.25609756097560976,8.94090909090909,2.0954545454545457,0.1701576367731579,22.6,0.6829268292682927,7.5,1.7684210526315791,0.05827216523917665,25.9,0
Denver Nuggets,New York Knicks,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,1
New York Knicks,Denver Nuggets,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0
Denver Nuggets,New Orleans Pelicans,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0.5975609756097561,7.75,1.795,0.21184419864332046,22.9,1
New Orleans Pelicans,Denver Nuggets,0.5975609756097561,7.75,1.795,0.21184419864332046,22.9,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0
Denver Nuggets,Los Angeles Clippers,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0.6219512195121951,7.647619047619047,1.8095238095238095,0.18931934342032375,23.7,1
Los Angeles Clippers,Denver Nuggets,0.6219512195121951,7.647619047619047,1.8095238095238095,0.18931934342032375,23.7,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0
Denver Nuggets,Philadelphia 76ers,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0.573170731707317,7.2821428571428575,1.717857142857143,0.22017285390689878,34.7,1
Philadelphia 76ers,Denver Nuggets,0.573170731707317,7.2821428571428575,1.717857142857143,0.22017285390689878,34.7,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0
Denver Nuggets,Phoenix Suns,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0.5975609756097561,7.4772727272727275,1.7409090909090907,0.09165818623349264,27.1,1
Phoenix Suns,Denver Nuggets,0.5975609756097561,7.4772727272727275,1.7409090909090907,0.09165818623349264,27.1,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0
Denver Nuggets,Indiana Pacers,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0.573170731707317,8.322727272727272,2.0045454545454544,0.08645919133527388,21.3,1
Indiana Pacers,Denver Nuggets,0.573170731707317,8.322727272727272,2.0045454545454544,0.08645919133527388,21.3,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0
Denver Nuggets,Golden State Warriors,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0.5609756097560976,8.2,2.1944444444444446,0.0750781343217931,26.4,1
Golden State Warriors,Denver Nuggets,0.5609756097560976,8.2,2.1944444444444446,0.0750781343217931,26.4,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0
Denver Nuggets,Milwaukee Bucks,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0.5975609756097561,7.276190476190477,1.7428571428571429,0.0855801701246148,30.4,1
Milwaukee Bucks,Denver Nuggets,0.5975609756097561,7.276190476190477,1.7428571428571429,0.0855801701246148,30.4,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0
Denver Nuggets,Cleveland Cavaliers,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0.5853658536585366,8.88888888888889,2.2555555555555555,0.08754438947526076,26.6,1
Cleveland Cavaliers,Denver Nuggets,0.5853658536585366,8.88888888888889,2.2555555555555555,0.08754438947526076,26.6,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0
Denver Nuggets,Dallas Mavericks,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0.6097560975609756,8.472727272727273,1.781818181818182,0.1436807294391014,33.9,1
Dallas Mavericks,Denver Nuggets,0.6097560975609756,8.472727272727273,1.781818181818182,0.1436807294391014,33.9,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0
Denver Nuggets,Orlando Magic,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0.573170731707317,7.672222222222222,1.7444444444444445,0.08096757238366371,22.6,1
Orlando Magic,Denver Nuggets,0.573170731707317,7.672222222222222,1.7444444444444445,0.08096757238366371,22.6,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0
Denver Nuggets,Miami Heat,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0.5609756097560976,8.8,2.1952380952380954,0.08668991634570299,20.8,1
Miami Heat,Denver Nuggets,0.5609756097560976,8.8,2.1952380952380954,0.08668991634570299,20.8,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0
Denver Nuggets,Sacramento Kings,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0.5609756097560976,7.135,1.725,0.06206373307725378,26.6,1
Sacramento Kings,Denver Nuggets,0.5609756097560976,7.135,1.725,0.06206373307725378,26.6,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0
Denver Nuggets,Houston Rockets,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0.5,8.829411764705881,1.8352941176470587,0.08744396867439636,21.1,1
Houston Rockets,Denver Nuggets,0.5,8.829411764705881,1.8352941176470587,0.08744396867439636,21.1,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0
Denver Nuggets,Los Angeles Lakers,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0.573170731707317,7.247619047619047,1.8142857142857143,0.06413881824977902,25.7,1
Los Angeles Lakers,Denver Nuggets,0.573170731707317,7.247619047619047,1.8142857142857143,0.06413881824977902,25.7,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0
Denver Nuggets,Chicago Bulls,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0.47560975609756095,8.961111111111112,1.8277777777777777,0.1395530087603578,24.0,1
Chicago Bulls,Denver Nuggets,0.47560975609756095,8.961111111111112,1.8277777777777777,0.1395530087603578,24.0,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0
Denver Nuggets,Atlanta Hawks,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0.43902439024390244,9.205263157894738,2.110526315789474,0.12178512087843403,25.7,1
Atlanta Hawks,Denver Nuggets,0.43902439024390244,9.205263157894738,2.110526315789474,0.12178512087843403,25.7,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0
Denver Nuggets,Brooklyn Nets,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0.3902439024390244,8.295238095238094,2.2523809523809524,0.16488751333965257,22.5,1
Brooklyn Nets,Denver Nuggets,0.3902439024390244,8.295238095238094,2.2523809523809524,0.16488751333965257,22.5,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0
Denver Nuggets,Utah Jazz,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0.3780487804878049,9.257142857142858,2.238095238095238,0.18481518313808962,23.2,1
Utah Jazz,Denver Nuggets,0.3780487804878049,9.257142857142858,2.238095238095238,0.18481518313808962,23.2,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0
Denver Nuggets,San Antonio Spurs,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0.2682926829268293,8.254999999999999,2.175,0.1986114676308637,21.4,1
San Antonio Spurs,Denver Nuggets,0.2682926829268293,8.254999999999999,2.175,0.1986114676308637,21.4,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0
Denver Nuggets,Toronto Raptors,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0.3048780487804878,8.266666666666667,2.26,0.2235251983794762,22.2,1
Toronto Raptors,Denver Nuggets,0.3048780487804878,8.266666666666667,2.26,0.2235251983794762,22.2,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0
Denver Nuggets,Memphis Grizzlies,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0.32926829268292684,8.60909090909091,2.272727272727273,0.3106344996609543,25.1,1
Memphis Grizzlies,Denver Nuggets,0.32926829268292684,8.60909090909091,2.272727272727273,0.3106344996609543,25.1,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0
Denver Nuggets,Detroit Pistons,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0.17073170731707318,8.329032258064515,1.738709677419355,0.20662565067620373,22.7,1
Detroit Pistons,Denver Nuggets,0.17073170731707318,8.329032258064515,1.738709677419355,0.20662565067620373,22.7,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0
Denver Nuggets,Washington Wizards,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0.18292682926829268,7.804166666666667,1.8166666666666667,0.13853091718655472,22.2,1
Washington Wizards,Denver Nuggets,0.18292682926829268,7.804166666666667,1.8166666666666667,0.13853091718655472,22.2,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0
Denver Nuggets,Portland Trail Blazers,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0.25609756097560976,8.94090909090909,2.0954545454545457,0.1701576367731579,22.6,1
Portland Trail Blazers,Denver Nuggets,0.25609756097560976,8.94090909090909,2.0954545454545457,0.1701576367731579,22.6,0.6951219512195121,8.041176470588235,2.0823529411764703,0.053260308128585676,26.4,0
New York Knicks,New Orleans Pelicans,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0.5975609756097561,7.75,1.795,0.21184419864332046,22.9,1
New Orleans Pelicans,New York Knicks,0.5975609756097561,7.75,1.795,0.21184419864332046,22.9,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0
New York Knicks,Los Angeles Clippers,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0.6219512195121951,7.647619047619047,1.8095238095238095,0.18931934342032375,23.7,0
Los Angeles Clippers,New York Knicks,0.6219512195121951,7.647619047619047,1.8095238095238095,0.18931934342032375,23.7,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,1
New York Knicks,Philadelphia 76ers,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0.573170731707317,7.2821428571428575,1.717857142857143,0.22017285390689878,34.7,1
Philadelphia 76ers,New York Knicks,0.573170731707317,7.2821428571428575,1.717857142857143,0.22017285390689878,34.7,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0
New York Knicks,Phoenix Suns,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0.5975609756097561,7.4772727272727275,1.7409090909090907,0.09165818623349264,27.1,1
Phoenix Suns,New York Knicks,0.5975609756097561,7.4772727272727275,1.7409090909090907,0.09165818623349264,27.1,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0
New York Knicks,Indiana Pacers,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0.573170731707317,8.322727272727272,2.0045454545454544,0.08645919133527388,21.3,1
Indiana Pacers,New York Knicks,0.573170731707317,8.322727272727272,2.0045454545454544,0.08645919133527388,21.3,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0
New York Knicks,Golden State Warriors,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0.5609756097560976,8.2,2.1944444444444446,0.0750781343217931,26.4,1
Golden State Warriors,New York Knicks,0.5609756097560976,8.2,2.1944444444444446,0.0750781343217931,26.4,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0
New York Knicks,Milwaukee Bucks,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0.5975609756097561,7.276190476190477,1.7428571428571429,0.0855801701246148,30.4,1
Milwaukee Bucks,New York Knicks,0.5975609756097561,7.276190476190477,1.7428571428571429,0.0855801701246148,30.4,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0
New York Knicks,Cleveland Cavaliers,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0.5853658536585366,8.88888888888889,2.2555555555555555,0.08754438947526076,26.6,1
Cleveland Cavaliers,New York Knicks,0.5853658536585366,8.88888888888889,2.2555555555555555,0.08754438947526076,26.6,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0
New York Knicks,Dallas Mavericks,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0.6097560975609756,8.472727272727273,1.781818181818182,0.1436807294391014,33.9,0
Dallas Mavericks,New York Knicks,0.6097560975609756,8.472727272727273,1.781818181818182,0.1436807294391014,33.9,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0
New York Knicks,Orlando Magic,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0.573170731707317,7.672222222222222,1.7444444444444445,0.08096757238366371,22.6,1
Orlando Magic,New York Knicks,0.573170731707317,7.672222222222222,1.7444444444444445,0.08096757238366371,22.6,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0
New York Knicks,Miami Heat,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0.5609756097560976,8.8,2.1952380952380954,0.08668991634570299,20.8,1
Miami Heat,New York Knicks,0.5609756097560976,8.8,2.1952380952380954,0.08668991634570299,20.8,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0
New York Knicks,Sacramento Kings,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0.5609756097560976,7.135,1.725,0.06206373307725378,26.6,1
Sacramento Kings,New York Knicks,0.5609756097560976,7.135,1.725,0.06206373307725378,26.6,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0
New York Knicks,Houston Rockets,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0.5,8.829411764705881,1.8352941176470587,0.08744396867439636,21.1,1
Houston Rockets,New York Knicks,0.5,8.829411764705881,1.8352941176470587,0.08744396867439636,21.1,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0
New York Knicks,Los Angeles Lakers,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0.573170731707317,7.247619047619047,1.8142857142857143,0.06413881824977902,25.7,1
Los Angeles Lakers,New York Knicks,0.573170731707317,7.247619047619047,1.8142857142857143,0.06413881824977902,25.7,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0
New York Knicks,Chicago Bulls,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0.47560975609756095,8.961111111111112,1.8277777777777777,0.1395530087603578,24.0,1
Chicago Bulls,New York Knicks,0.47560975609756095,8.961111111111112,1.8277777777777777,0.1395530087603578,24.0,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0
New York Knicks,Atlanta Hawks,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0.43902439024390244,9.205263157894738,2.110526315789474,0.12178512087843403,25.7,1
Atlanta Hawks,New York Knicks,0.43902439024390244,9.205263157894738,2.110526315789474,0.12178512087843403,25.7,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0
New York Knicks,Brooklyn Nets,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0.3902439024390244,8.295238095238094,2.2523809523809524,0.16488751333965257,22.5,1
Brooklyn Nets,New York Knicks,0.3902439024390244,8.295238095238094,2.2523809523809524,0.16488751333965257,22.5,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0
New York Knicks,Utah Jazz,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0.3780487804878049,9.257142857142858,2.238095238095238,0.18481518313808962,23.2,1
Utah Jazz,New York Knicks,0.3780487804878049,9.257142857142858,2.238095238095238,0.18481518313808962,23.2,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0
New York Knicks,San Antonio Spurs,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0.2682926829268293,8.254999999999999,2.175,0.1986114676308637,21.4,1
San Antonio Spurs,New York Knicks,0.2682926829268293,8.254999999999999,2.175,0.1986114676308637,21.4,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0
New York Knicks,Toronto Raptors,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0.3048780487804878,8.266666666666667,2.26,0.2235251983794762,22.2,1
Toronto Raptors,New York Knicks,0.3048780487804878,8.266666666666667,2.26,0.2235251983794762,22.2,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0
New York Knicks,Memphis Grizzlies,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0.32926829268292684,8.60909090909091,2.272727272727273,0.3106344996609543,25.1,1
Memphis Grizzlies,New York Knicks,0.32926829268292684,8.60909090909091,2.272727272727273,0.3106344996609543,25.1,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0
New York Knicks,Detroit Pistons,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0.17073170731707318,8.329032258064515,1.738709677419355,0.20662565067620373,22.7,1
Detroit Pistons,New York Knicks,0.17073170731707318,8.329032258064515,1.738709677419355,0.20662565067620373,22.7,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0
New York Knicks,Washington Wizards,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0.18292682926829268,7.804166666666667,1.8166666666666667,0.13853091718655472,22.2,1
Washington Wizards,New York Knicks,0.18292682926829268,7.804166666666667,1.8166666666666667,0.13853091718655472,22.2,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0
New York Knicks,Portland Trail Blazers,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0.25609756097560976,8.94090909090909,2.0954545454545457,0.1701576367731579,22.6,1
Portland Trail Blazers,New York Knicks,0.25609756097560976,8.94090909090909,2.0954545454545457,0.1701576367731579,22.6,0.6097560975609756,7.438461538461539,1.4692307692307693,0.10607225206359261,28.7,0
New Orleans Pelicans,Los Angeles Clippers,0.5975609756097561,7.75,1.795,0.21184419864332046,22.9,0.6219512195121951,7.647619047619047,1.8095238095238095,0.18931934342032375,23.7,0
Los Angeles Clippers,New Orleans Pelicans,0.6219512195121951,7.647619047619047,1.8095238095238095,0.18931934342032375,23.7,0.5975609756097561,7.75,1.795,0.21184419864332046,22.9,1
New Orleans Pelicans,Philadelphia 76ers,0.5975609756097561,7.75,1.795,0.21184419864332046,22.9,0.573170731707317,7.2821428571428575,1.717857142857143,0.22017285390689878,34.7,1
Philadelphia 76ers,New Orleans Pelicans,0.573170731707317,7.2821428571428575,1.717857142857143,0.22017285390689878,34.7,0.5975609756097561,7.75,1.795,0.21184419864332046,22.9,0
New Orleans Pelicans,Phoenix Suns,0.5975609756097561,7.75,1.795,0.21184419864332046,22.9,0.5975609756097561,7.4772727272727275,1.7409090909090907,0.09165818623349264,27.1,0
Phoenix Suns,New Orleans Pelicans,0.5975609756097561,7.4772727272727275,1.7409090909090907,0.09165818623349264,27.1,0.5975609756097561,7.75,1.795,0.21184419864332046,22.9,0
New Orleans Pelicans,Indiana Pacers,0.5975609756097561,7.75,1.795,0.21184419864332046,22.9,0.573170731707317,8.322727272727272,2.0045454545454544,0.08645919133527388,21.3,1
Indiana Pacers,New Orleans Pelicans,0.573170731707317,8.322727272727272,2.0045454545454544,0.08645919133527388,21.3,0.5975609756097561,7.75,1.795,0.21184419864332046,22.9,0
New Orleans Pelicans,Golden State Warriors,0.5975609756097561,7.75,1.795,0.21184419864332046,22.9,0.5609756097560976,8.2,2.1944444444444446,0.0750781343217931,26.4,1
Golden State Warriors,New Orleans Pelicans,0.5609756097560976,8.2,2.1944444444444446,0.0750781343217931,26.4,0.5975609756097561,7.75,1.795,0.21184419864332046,22.9,0
New Orleans Pelicans,Milwaukee Bucks,0.5975609756097561,7.75,1.795,0.21184419864332046,22.9,0.5975609756097561,7.276190476190477,1.7428571428571429,0.0855801701246148,30.4,0
Milwaukee Bucks,New Orleans Pelicans,0.5975609756097561,7.276190476190477,1.7428571428571429,0.0855801701246148,30.4,0.5975609756097561,7.75,1.795,0.21184419864332046,22.9,0
New Orleans Pelicans,Cleveland Cavaliers,0.5975609756097561,7.75,1.795,0.21184419864332046,22.9,0.5853658536585366,8.88888888888889,2.2555555555555555,0.08754438947526076,26.6,1
Cleveland Cavaliers,New Orleans Pelicans,0.5853658536585366,8.88888888888889,2.2555555555555555,0.08754438947526076,26.6,0.5975609756097561,7.75,1.795,0.21184419864332046,22.9,0
New Orleans Pelicans,Dallas Mavericks,0.5975609756097561,7.75,1.795,0.21184419864332046,22.9,0.6097560975609756,8.472727272727273,1.781818181818182,0.1436807294391014,33.9,0
Dallas Mavericks,New Orleans Pelicans,0.6097560975609756,8.472727272727273,1.781818181818182,0.1436807294391014,33.9,0.5975609756097561,7.75,1.795,0.21184419864332046,22.9,1
New Orleans Pelicans,Orlando Magic,0.5975609756097561,7.75,1.795,0.21184419864332046,22.9,0.573170731707317,7.672222222222222,1.7444444444444445,0.08096757238366371,22.6,1
Orlando Magic,New Orleans Pelicans,0.573170731707317,7.672222222222222,1.7444444444444445,0.08096757238366371,22.6,0.5975609756097561,7.75,1.795,0.21184419864332046,22.9,0
New Orleans Pelicans,Miami Heat,0.5975609756097561,7.75,1.795,0.21184419864332046,22.9,0.5609756097560976,8.8,2.1952380952380954,0.08668991634570299,20.8,1
Miami Heat,New Orleans Pelicans,0.5609756097560976,8.8,2.1952380952380954,0.08668991634570299,20.8,0.5975609756097561,7.75,1.795,0.21184419864332046,22.9,0
New Orleans Pelicans,Sacramento Kings,0.5975609756097561,7.75,1.795,0.21184419864332046,22.9,0.5609756097560976,7.135,1.725,0.06206373307725378,26.6,1
Sacramento Kings,New Orleans Pelicans,0.5609756097560976,7.135,1.725,0.06206373307725378,26.6,0.5975609756097561,7.75,1.795,0.21184419864332046,22.9,0
